mfcc,chroma,mel,label
-298.23004~73.724884~-33.686226~25.416956~7.082963~1.7761511~-19.647438~1.8821589~-8.6051~-13.6607685~-9.588757~-4.1326613~-9.564561~-7.0185184~-0.65129864~0.38602573~-3.140692~0.87454396~-8.686159~-6.6761513~-0.14690188~-3.9345996~-2.8154795~-1.5280228~0.46502653~4.494831~6.1048584~7.08711~3.8616796~4.3706985~4.7214427~4.0974674~0.7560714~-0.2770954~1.5747956~0.089197874~0.34174418~2.8005204~1.0347229~2.631954,0.585652~0.5545024~0.570683~0.59774584~0.5880172~0.51410437~0.45486483~0.47739536~0.51717657~0.5752166~0.5974093~0.56574005,0.004237735~0.005036362~0.0048163296~0.0043786378~0.0036132438~0.062578365~1.2727652~2.9626336~4.763168~3.3988802~4.670011~3.268066~8.827332~17.264582~8.521681~2.6116667~1.2291534~5.9676332~12.370316~9.175649~4.2287807~1.747396~0.8798243~0.2945291~0.14184974~0.16770649~0.3564467~0.9192191~0.9604146~0.94063246~1.3700522~3.8787236~4.1761503~2.2304592~0.877316~0.35250688~0.39289472~0.29799303~1.7543658~5.927628~5.7534~3.7190516~1.8384395~2.31591~2.0939472~0.9088916~1.2264903~1.0213038~0.86197734~1.2570329~0.7758811~0.3269884~0.37684044~0.36134118~0.28130758~0.048039485~0.028136585~0.10560619~0.18103807~0.23364688~0.2913877~0.1817172~0.13652222~0.12244778~0.27048737~0.27675202~0.30829483~0.2735691~0.1776884~0.09165403~0.18066809~0.1860805~0.12978834~0.061522383~0.0562138~0.1127932~0.10641997~0.068548985~0.029526396~0.01947729~0.023731157~0.031192908~0.030212838~0.028633665~0.03245268~0.027433112~0.021151023~0.030313777~0.022203445~0.036927506~0.06430745~0.06506995~0.02620762~0.028846309~0.025930095~0.022598~0.023973731~0.01740462~0.016219668~0.015339992~0.017540053~0.02322042~0.020483987~0.0258589~0.027284058~0.021576963~0.013160998~0.010183745~0.011024326~0.0061703394~0.005896701~0.005068122~0.0046119546~0.003546243~0.0029265021~0.002489094~0.0024707306~0.0020987992~0.0012493265~0.00087683636~0.00074310385~0.0005426457~0.00047425646~0.0005371~0.00044544507~0.0003358897~0.00020136774~8.562165e-05,happiness
-421.45053~51.96564~3.1920385~19.356024~7.9030256~14.029896~-7.404774~4.096337~3.9666488~-0.87121123~-4.3924527~5.542658~-0.67372113~-1.7951169~1.1719717~1.8432461~-0.08149576~2.438371~1.4079707~1.031797~-0.22906348~1.519163~-0.34238705~-0.14009747~-0.21588665~1.5175353~-0.55121565~-0.7673089~-0.262175~0.73103106~-1.0857189~0.03076879~1.3152057~2.001402~2.2415786~3.390124~3.9786112~3.8604796~2.8306658~3.0483716,0.68717825~0.6520518~0.6449445~0.6722116~0.7012364~0.70441896~0.7090979~0.72338647~0.737317~0.75257826~0.7550695~0.72356355,0.36013097~0.6321893~1.0165007~1.593156~4.7832546~7.39848~9.777283~5.2776666~1.6179559~1.5169169~4.2295394~6.8440228~9.132678~11.243895~9.84311~7.2589207~3.158865~1.5755765~1.1866015~2.6589541~3.6057756~2.2219846~1.1572802~0.63498116~0.50244933~0.43467525~0.6198019~1.5240972~2.1595638~1.0999012~0.41915643~0.2762557~0.24716662~0.48838878~0.46070537~0.29739615~0.3499014~0.37123805~0.21034136~0.22754623~0.5402142~0.43012443~0.27274567~0.235787~0.14444137~0.07307885~0.08175425~0.070503734~0.04358542~0.048789892~0.063509196~0.09920421~0.14130516~0.120590545~0.11619959~0.061729867~0.035305824~0.025175814~0.035980064~0.09100731~0.08169426~0.07190543~0.10804341~0.095015414~0.06842856~0.05488932~0.050294075~0.04707934~0.05006648~0.052764032~0.052873023~0.05491668~0.041302312~0.027079908~0.016795987~0.014153684~0.0119172735~0.009748761~0.010856044~0.0087754~0.0075203907~0.011964515~0.013800709~0.011495306~0.01613675~0.01955512~0.020212281~0.016490452~0.018208612~0.0156142395~0.018980406~0.021602158~0.019403553~0.015111413~0.012411571~0.011908331~0.010671162~0.00762003~0.0071371184~0.007719939~0.0074126213~0.0060420753~0.006416262~0.005873366~0.004976854~0.0042646187~0.004097444~0.00430921~0.0036178564~0.0038151336~0.0034062306~0.0027132633~0.0022524204~0.0020942683~0.001930804~0.0017105493~0.0012555906~0.00090136693~0.0006411302~0.00045660904~0.00037832648~0.00029185187~0.0002402782~0.00020899325~0.0001461611~8.8382025e-05~5.5274726e-05~4.3638214e-05,happiness
-290.96246~84.21291~-44.60931~5.8027253~-18.11237~-16.290113~-30.217163~-8.079021~-18.196842~-24.11201~-16.280573~-6.6602116~-21.496798~-15.586398~-13.331321~-13.742137~-8.337069~-4.0816407~-16.021408~-10.478325~0.21232335~-7.6141505~-1.8743981~-1.0427518~-3.1558244~-4.864455~-0.7873997~2.7865689~-1.2937171~2.7388935~2.2777662~1.6244023~1.543275~-0.6948938~-1.2819663~0.9115882~2.5832653~1.2885716~4.7497287~4.680472,0.5327595~0.51282346~0.48799723~0.4545761~0.43190196~0.4553481~0.5133688~0.5787073~0.62459856~0.618362~0.5648488~0.5708496,3.373501e-06~9.010901e-06~3.2005213e-05~0.00069715444~0.035466757~0.67781705~4.798541~6.641693~4.1046553~1.9922531~3.071654~3.914923~6.446468~6.624562~1.0602763~0.85691607~4.756436~18.348171~23.420315~26.512321~15.823851~9.810665~8.890363~4.996927~6.268533~11.273851~11.76051~8.866171~4.949719~4.1812863~2.4583056~2.5320888~2.1348448~3.2038493~6.2936206~8.365815~5.7247915~1.8100942~0.80635095~0.71353~1.1497868~1.2247926~1.0705006~1.2116251~1.3615302~1.3266549~1.6557382~2.2536278~2.5406387~1.6342226~0.61952615~0.9355758~0.49590537~0.2809377~0.16914417~0.1530258~0.2842921~0.26032972~0.20045471~0.12612392~0.10290094~0.085795365~0.11130771~0.21673572~0.49700215~0.7268121~0.4919352~0.3591078~0.70145077~0.20000196~0.15020266~0.112451546~0.12801075~0.19359171~0.23811513~0.2814129~0.19320756~0.12992999~0.10081336~0.087443836~0.028426686~0.014116458~0.013972497~0.007991582~0.013771177~0.025605904~0.03568307~0.066589594~0.06318545~0.067753844~0.052128725~0.04154465~0.050080582~0.047920816~0.04376578~0.04359202~0.02619296~0.01710278~0.015409034~0.01835823~0.01669965~0.014118265~0.013971314~0.009702455~0.008814522~0.0071024457~0.0049398104~0.00456707~0.0046391054~0.0060490225~0.004575666~0.0029847256~0.0019817315~0.002224446~0.0021320172~0.0020643263~0.0023621367~0.00227421~0.0015047148~0.0008910631~0.0005243783~0.0002262101~0.00011013454~7.395175e-05~6.477165e-05~4.8785514e-05~2.5615682e-05~7.805744e-06,happiness
-289.20966~99.2168~-46.586292~3.4568353~-19.628452~-6.129279~-31.738045~-12.544479~-19.549627~-20.094778~-24.174679~-12.75212~-20.864872~-18.301535~-7.557541~-17.407381~-5.634154~-7.931909~-21.035122~-9.4734955~-10.222381~-17.42863~-10.018563~-3.3977814~-2.3758576~-1.317118~3.5230634~8.71529~5.7446365~10.635621~2.8232987~2.6253803~-3.1049252~-0.69452024~1.8284234~5.1604767~1.1880541~2.4379616~3.1577404~-0.56201184,0.5488305~0.57454073~0.5878154~0.5572577~0.48898068~0.39720294~0.4363865~0.4586511~0.48735678~0.51980776~0.55398536~0.59919345,1.0715016e-05~0.00014385633~0.00064966845~0.002421499~0.037903056~0.5099386~3.5417812~7.477936~23.062485~15.100433~5.4085913~1.5103186~1.3673742~1.3035951~1.1587138~1.5556445~1.5557791~6.2232065~10.664066~24.899343~20.001575~2.539514~0.9399569~0.4337264~0.26129815~0.5443256~5.597344~8.795626~2.9716935~3.0694027~2.9786553~1.0301819~0.39644426~0.66692513~3.0362647~8.913152~8.581406~0.82431096~0.40581512~0.35242125~0.16014826~0.7260944~3.0305233~2.3956566~0.69684094~0.74235517~0.82614934~0.44947055~0.8079165~0.5159269~0.14580202~0.78683186~1.0554239~1.2424706~0.4897636~0.30250534~0.6887052~0.4722504~0.26653677~0.09868803~0.4119484~0.65976745~0.18501145~0.17168097~0.8228945~0.42298195~0.21237524~0.48728117~0.13704032~0.0734296~0.07715003~0.027550584~0.0458259~0.043739665~0.08391025~0.079939276~0.048210014~0.038788468~0.025706312~0.01644444~0.013279723~0.0059722746~0.0043490087~0.0053115543~0.008232302~0.009790087~0.018814407~0.0486359~0.11755293~0.11099093~0.11471957~0.09248871~0.15335129~0.14231457~0.076004215~0.08247992~0.061388742~0.033943765~0.028925316~0.010805557~0.0095845405~0.0065074265~0.0044375733~0.002729509~0.0020550666~0.0027340709~0.0034971086~0.0056434106~0.004841297~0.003044525~0.002052427~0.0016675596~0.0018695764~0.0018816037~0.0025955585~0.0015989066~0.00062148087~0.00034047067~0.00012994738~0.00012783318~0.00015855415~0.0001913123~0.00020398984~0.0001994037~0.00014392986~9.1581045e-05~4.9139697e-05~1.9482177e-05,happiness
-373.47552~124.98864~-18.1873~23.304855~-17.705708~3.5741808~-2.1567998~-15.716359~-3.9642012~-4.5263953~-22.96563~-5.3645625~3.976077~-6.2993865~-11.510427~-2.6817272~-0.86810464~-8.886967~-6.793461~-8.365918~-3.4520473~-7.39794~-10.94611~-6.108123~-9.338887~-8.014061~-9.057341~-7.59325~-6.3109913~-8.060837~-5.6882315~-7.9633565~-3.756917~-4.8392305~-10.332004~-4.120841~-5.3538194~-4.021564~-2.6094267~-1.0434035,0.6155157~0.6869955~0.7009884~0.67804164~0.6729785~0.6822192~0.69662~0.6771952~0.6055262~0.5586822~0.5687044~0.57029706,4.953642e-05~0.0017601525~0.12917332~2.2940142~4.985658~2.3503296~1.2751642~0.43395954~0.75791895~0.73025864~0.6098764~0.9714558~1.8950528~3.8900185~4.1976323~3.4556246~2.869195~2.9552846~2.9036725~3.1321323~2.8614209~1.760137~0.86195105~0.9364226~2.2770095~4.2240667~5.3844924~1.9850793~0.1962213~0.67732054~1.6094996~1.5260003~0.95533323~0.3940695~0.4027696~0.5954363~1.3109139~0.98082143~0.35176677~0.90748155~2.6813762~3.2943487~0.49846992~0.33494967~0.33688712~0.5137137~0.49473193~0.17492941~0.14912483~0.09034832~0.072177045~0.19216591~0.08517684~0.0633349~0.04260346~0.044212364~0.03970436~0.05680355~0.041557875~0.03979936~0.027622344~0.038100824~0.09523713~0.11536741~0.15655956~0.0881391~0.030103216~0.015771061~0.011237387~0.007472622~0.0060953903~0.0096782~0.0047136536~0.0012841546~0.00083682~0.0013848222~0.0027007295~0.004862383~0.007165518~0.011527304~0.010628937~0.008541388~0.020827195~0.025512237~0.013983887~0.02912219~0.030383306~0.016411258~0.014176091~0.013335774~0.005477367~0.005017103~0.0037751384~0.0041838773~0.002826792~0.0018122786~0.0013033638~0.001186825~0.0017458799~0.0012397431~0.0014108081~0.0014581981~0.0012759409~0.0004988201~0.00016781306~0.00013514984~9.464456e-05~0.000109977096~0.00015451443~0.00021550899~0.00017513888~0.00011949666~9.525354e-05~6.901142e-05~5.341698e-05~3.719768e-05~2.3918014e-05~2.3257076e-05~1.4175359e-05~8.910836e-06~4.122721e-06~2.0973314e-06~2.019828e-06~3.852117e-06~2.4665967e-06~1.0226211e-06~3.3168078e-07~8.52587e-08,happiness
-286.6028~85.58116~-33.84944~17.561008~-32.552322~-2.6762364~-13.604362~-13.079887~-17.728544~-12.744319~-22.393446~-19.094442~-9.304332~-8.20359~-6.5263953~-8.0107565~-12.177801~-3.6008213~-2.3168714~-15.812132~-11.437036~-5.3222823~-9.813965~-8.271211~-13.294559~-7.6962004~-9.256207~-6.831981~-3.1180115~0.7922584~1.5202521~3.2308202~2.055223~3.2107108~0.21565244~0.36562464~0.900839~0.54442585~-0.7212629~0.27330846,0.6549656~0.64325017~0.6168052~0.5531598~0.5485946~0.5580012~0.5490769~0.5613825~0.56408054~0.5588477~0.5619479~0.63141143,6.9810603e-06~0.00010148365~0.0022125854~0.13444917~0.8248934~1.0023922~2.6070883~2.858066~1.344136~0.36593586~0.88609684~2.024963~6.026436~13.458427~13.37809~16.49033~22.614538~27.381239~9.762678~1.5219902~1.2426665~3.2971413~3.1587965~1.9641753~1.9717726~2.039211~9.275607~9.0575~1.6157739~0.85960597~0.66783077~0.6584514~0.9677372~1.6752796~3.102623~4.6988406~5.3735847~3.6546302~1.3551657~1.1713753~1.6430994~1.2045324~0.76047~2.0089118~2.7927196~1.6093742~0.9820453~0.39965677~0.7143079~1.1915302~0.33704787~0.24250896~0.22657208~0.8527812~0.47987917~0.15692909~0.27178586~0.7327404~0.87004536~0.23304418~0.13548969~0.14196445~0.13072975~0.07429445~0.047305014~0.025524607~0.010509442~0.013448545~0.028626505~0.048067074~0.11960655~0.04938661~0.031884946~0.03417142~0.035796516~0.061756287~0.023200704~0.03570906~0.06509964~0.09373236~0.046607815~0.13520053~0.32267046~0.14834325~0.27958232~0.1731763~0.19584645~0.19304557~0.31352654~0.22675192~0.2317598~0.12678616~0.08798305~0.07510977~0.09238732~0.07570569~0.042481~0.033809908~0.032106943~0.037789058~0.040181465~0.039791424~0.024820706~0.021377342~0.017905073~0.009231432~0.006565258~0.0055639213~0.0039038924~0.004173025~0.0033129095~0.0026114974~0.0019472975~0.0009563564~0.0005588959~0.0004873592~0.00038883794~0.00020368569~0.00014094077~0.00012686064~0.00011908533~0.00010054811~0.000103200866~0.000100703364~6.462746e-05~3.5426037e-05~9.559085e-06~2.195119e-06,happiness
-314.40414~86.99846~-38.812813~21.099054~-7.4807625~2.404496~-15.882038~-0.99045557~-6.4510665~-10.456096~-9.330831~0.29774523~-10.154202~-11.3285265~0.7632693~3.5572329~5.6066775~11.547392~5.549113~0.9332212~5.331821~-1.4614626~4.8860765~3.513593~-0.30673727~0.44955897~0.5114245~-1.0296215~-6.1505017~-2.381063~-2.1262279~0.35737932~-0.50146675~-0.68669236~-1.1895415~2.3462331~-0.49821475~-0.9157682~-1.2992017~2.525639,0.45759982~0.43170804~0.43680945~0.42257988~0.4106499~0.44946292~0.49657863~0.54215527~0.60173965~0.6409121~0.6015808~0.5701484,0.004112442~0.008582298~0.00930064~0.009236287~0.005464472~0.004905975~0.0147315~0.05427248~0.18217207~0.64006937~1.988486~2.5685391~4.084286~8.108269~8.164541~9.811063~3.181716~0.9053633~0.73296994~1.8458602~1.0543782~0.70005083~1.3583906~1.0404229~0.72185487~0.40849468~1.4215776~3.927309~3.5165858~3.713131~4.591846~9.155813~4.5227737~1.4786104~1.6123457~0.856454~0.22465307~0.11344528~0.48346046~1.1094736~0.40104714~0.33761278~2.07228~4.630149~2.1385944~0.5272664~0.52448934~0.5993926~0.8262887~0.7263717~0.99038804~1.1120049~0.6761476~0.51712835~0.13583888~0.14242709~0.24972084~0.33602196~0.58637536~0.27091172~0.16870496~0.08469195~0.061745107~0.24667901~0.42462996~0.27503744~0.29544628~0.16874716~0.16192937~0.18839544~0.17043586~0.14942661~0.061570738~0.06747586~0.05725451~0.036172256~0.024394317~0.019193906~0.01725738~0.020469004~0.014136487~0.01185133~0.0072152284~0.0094712125~0.016792478~0.026520982~0.034517813~0.046221815~0.088832065~0.15737748~0.23725945~0.30328405~0.24392675~0.15820836~0.15101823~0.091886~0.08009698~0.0678612~0.059016395~0.06123163~0.0571963~0.051251836~0.038052637~0.026801044~0.018422488~0.01612867~0.007930987~0.004251528~0.002785529~0.0016843736~0.0018836574~0.0017894326~0.0018119093~0.0016315974~0.0014536658~0.0012684015~0.000790665~0.00041937223~0.0002631944~0.00015728704~0.00011033038~7.1198556e-05~7.3228744e-05~0.00010955716~0.00012735241~0.00010852159~6.5175314e-05~3.40641e-05,happiness
-452.86032~58.242275~-1.0462874~8.939469~7.9474864~11.530237~-9.122204~3.2991533~4.2622705~-3.1186655~-1.9500066~5.6578054~-0.47011968~-0.023231506~1.6843908~2.2590032~0.8207606~2.3743677~1.7979228~1.1653374~0.111191556~0.86379415~0.1976309~1.8436527~-1.0340043~1.5045862~0.77946514~0.4693233~1.2646711~0.7760321~0.8558633~1.3760163~1.2044605~1.2180337~1.322102~0.7624462~0.84337276~2.2289662~1.7741816~2.5210052,0.7240585~0.73508203~0.7312769~0.7352414~0.73706573~0.7627949~0.78929377~0.7799487~0.74556017~0.7137316~0.7081402~0.72692996,0.1986327~0.26456636~0.31585497~0.69068563~2.2908745~3.05609~2.0800965~1.1519877~1.7174405~1.500657~1.664539~1.7112979~2.5863383~3.3213317~3.0183277~5.76908~5.3564763~4.209461~2.9646223~4.3686385~2.9555912~1.2391452~2.3012433~3.6156747~3.1812875~1.2843738~1.1132363~0.74415064~0.6887868~0.35305405~0.17117621~0.41098446~0.6577824~0.7307039~0.312893~0.14865398~0.12031138~0.19348888~0.24349181~0.32517257~0.43745396~0.31195113~0.12162001~0.14133564~0.19341245~0.2023448~0.24652159~0.3625013~0.36695567~0.30883807~0.31995815~0.18222167~0.20776367~0.27004334~0.17710981~0.096484415~0.11130363~0.10584909~0.0970956~0.116159506~0.16690284~0.19648261~0.16994657~0.11723276~0.11393476~0.12626943~0.13902561~0.14906098~0.12682918~0.070000745~0.03893143~0.032420535~0.012025755~0.0068828687~0.005744146~0.005654477~0.0026384604~0.0023318857~0.003066376~0.004186884~0.0037333348~0.0039063217~0.0035479849~0.0062106242~0.0056592864~0.007347249~0.0034957833~0.002874437~0.004052535~0.0052476744~0.0048377817~0.004759199~0.0047879345~0.0032078216~0.002651913~0.0021100463~0.0020439385~0.0021254402~0.0020928618~0.002131295~0.001814254~0.0015028382~0.0015067983~0.0016863487~0.0015457676~0.0015069302~0.0013785508~0.0012104511~0.0013743629~0.0011676368~0.0009681832~0.0008898203~0.0006234788~0.00052657444~0.0005001135~0.0005354741~0.00032478067~0.00021606559~0.00016914484~0.00013254101~0.000121085715~8.750686e-05~9.2853086e-05~8.732301e-05~5.9358863e-05~2.9044108e-05~1.9420873e-05~1.1543123e-05,happiness
-358.0384~100.93135~-23.940994~3.3369637~-16.270882~-14.287653~-25.630667~0.17284857~-12.8745575~-27.030592~-13.818988~-8.503063~-17.67659~-9.964936~-13.162861~-9.407887~-5.8726454~-10.818972~-17.378576~-14.87021~-13.849002~-12.154566~-4.8511443~-8.863352~-2.5820162~-3.1740963~-1.8525869~-2.4746292~-5.4030285~-3.1844423~-3.305052~2.8357043~0.4641835~1.3595536~4.5970783~5.5193977~2.5616412~1.0980948~2.6779523~3.318235,0.57362324~0.49212155~0.48702392~0.5006149~0.51520306~0.5526089~0.51988626~0.4782876~0.49199715~0.54911256~0.63351256~0.6492191,3.4031855e-06~2.6169299e-05~7.388964e-05~0.004891817~0.124405324~0.9940346~4.551839~5.3131046~2.00015~1.102435~1.424422~0.7331161~0.57258105~0.7783789~1.5810564~2.0187616~1.1510837~0.90517~2.0278592~5.5015106~6.849835~7.5351915~6.568218~1.6035347~1.9836893~2.1192806~1.0226165~0.49625152~0.6892357~1.550571~1.8842494~2.5298345~3.3666792~6.6432877~6.261301~4.4791093~3.55331~1.3297118~0.8176607~0.63204294~0.95303386~1.0087128~1.6979983~1.3656963~0.3837564~0.23533869~0.26411182~0.22566138~0.13818718~0.08899796~0.034719426~0.06560627~0.04940877~0.02804284~0.02077258~0.008796102~0.0050354213~0.014664854~0.021518879~0.010676103~0.02637202~0.02331506~0.006957569~0.025346646~0.044795107~0.032610547~0.04987882~0.059939835~0.043281086~0.03165138~0.031070432~0.030434608~0.035126287~0.04136557~0.037240427~0.040118508~0.03424323~0.015686715~0.0059710476~0.0048380163~0.003929662~0.0031321377~0.0041029244~0.003393316~0.0028423832~0.0037827613~0.0050440514~0.00722653~0.00377929~0.0049403203~0.0046482803~0.005972645~0.009018257~0.005174605~0.0071482724~0.008085673~0.005754703~0.0065115425~0.0032096445~0.0038262936~0.0051086913~0.0048589893~0.00237472~0.0027047836~0.0026307076~0.0016762927~0.001620587~0.0014297403~0.0017191372~0.001217097~0.0006557241~0.0006332668~0.00071534986~0.00064825726~0.0005719077~0.00055006245~0.00039092152~0.00024294492~0.00022144595~0.00016383221~9.3765215e-05~6.704361e-05~3.7914673e-05~2.2542816e-05~1.6022823e-05~1.0444567e-05~6.418966e-06~2.579247e-06,happiness
-260.48544~94.64106~-37.84531~6.646247~-32.899025~-5.108646~-36.4133~-9.082713~-15.220179~-31.384043~-24.881418~-11.855515~-18.991468~-13.8645525~-11.746104~-12.495963~-9.888245~-4.5492067~-18.497591~-4.9549866~-3.1143901~-7.9415016~1.5043138~7.4771295~-1.217656~-2.4681122~-2.899247~3.5357819~2.8477974~3.9963744~5.915754~3.0813751~0.92141545~-0.52154917~3.7374194~0.7407914~-4.5813193~2.289553~2.4768198~0.9831435,0.5994965~0.59658176~0.546337~0.47400576~0.47277167~0.48438075~0.51144046~0.6073537~0.5155518~0.4240531~0.46671218~0.51352245,0.00010331858~0.002032708~0.004594243~0.004623278~0.0036710415~0.040660173~1.760882~9.772886~11.249911~14.621904~22.556797~32.3127~37.14635~9.509611~1.5988104~4.5340304~12.416776~12.483647~5.680349~5.136451~5.909265~4.871621~5.2601194~3.781471~16.73853~10.543302~1.6692039~1.7209892~1.7228603~3.143681~3.7399023~3.1060188~1.9594487~4.2793202~5.3893695~15.383928~19.391397~5.199006~0.784591~1.1377841~1.9636556~0.66483337~1.0141456~0.8435002~1.3229872~2.145066~1.2664843~0.36796203~0.18199371~0.39998809~0.2176813~0.1562309~0.44697005~0.22173537~0.38126177~0.30339867~0.09019138~0.14712903~0.11733891~0.10622453~0.08196492~0.12072794~0.24225293~0.48582226~0.19313101~0.27753454~0.66287166~1.0685551~0.22026846~0.08255098~0.081052646~0.03342235~0.02541109~0.04358942~0.09370984~0.06238893~0.05854684~0.051996082~0.032200962~0.027331296~0.010847673~0.011037685~0.014341399~0.009844453~0.01469068~0.015207677~0.016613914~0.041292038~0.057453506~0.08518941~0.12308041~0.07078173~0.07152806~0.08024084~0.07830243~0.068667606~0.057769027~0.04069417~0.03349117~0.020117467~0.028408885~0.03165441~0.026898941~0.021455055~0.015015507~0.012563293~0.009327196~0.008099705~0.0061122524~0.005444132~0.0045384835~0.0037065106~0.0045581474~0.0023321684~0.0013655169~0.0012424634~0.0011460515~0.0011661631~0.0009155892~0.00066185504~0.00042659303~0.00033771427~0.00025785368~0.00020590503~0.00014690553~5.5848803e-05~2.5192694e-05~8.019778e-06,happiness
-328.4985~106.45156~-2.703719~22.281189~-25.299936~10.25969~-8.78762~-12.265698~-0.90350366~-11.590661~-20.617718~-14.46659~0.1109496~-2.8280303~-7.7638216~-0.061630275~-6.5743723~-8.638411~-9.461888~-8.21154~-6.3267527~-6.134911~-7.38358~-11.291314~-11.15355~-5.586133~-7.6011343~-8.034355~-3.2975183~-5.9138474~-3.139708~-2.6661346~-5.065315~-5.4917145~-5.0047398~-1.9574801~-5.541089~-3.4760785~-5.0105944~-2.8383417,0.6293664~0.6596533~0.6929124~0.6789537~0.636825~0.58823067~0.56521374~0.55301225~0.51487905~0.50868577~0.580603~0.6339369,9.94038e-05~0.0047431877~0.30439508~2.5364208~5.405485~4.2261252~1.8245884~1.7613144~3.4129424~2.1264315~2.1408067~2.0085692~1.5832497~0.87865627~1.9518602~5.9297853~9.041121~14.483437~10.384615~11.210891~2.584074~0.5847202~0.83013076~0.5745031~0.44324732~0.40920097~1.0814074~0.6541928~0.24929833~0.45465672~0.49062908~0.26824337~0.17412494~0.38085902~1.8113177~4.4359484~2.8122983~2.2576284~1.4508228~0.82422614~0.70823747~0.60911775~0.29325053~0.09862084~0.060400058~0.029175868~0.023802169~0.020510936~0.021596335~0.027550148~0.04898035~0.05858572~0.072401315~0.06372159~0.042995732~0.024541095~0.011029764~0.032348488~0.045763813~0.03224111~0.036746643~0.036910206~0.027886443~0.031660233~0.029622018~0.019869471~0.013151413~0.011230259~0.008985719~0.0115706595~0.011766224~0.015925772~0.017881777~0.014026883~0.013781277~0.013930221~0.016336989~0.007136532~0.008474753~0.010612581~0.018808259~0.019101756~0.019499503~0.023183994~0.030028401~0.027574372~0.027961599~0.021172138~0.028826373~0.03573929~0.02705769~0.029270189~0.022599258~0.023514196~0.02204514~0.02158012~0.022043837~0.017765012~0.014190014~0.014627848~0.0154816145~0.01434973~0.012656386~0.013369888~0.008738316~0.006512895~0.0031198042~0.0023455247~0.002482193~0.0020090432~0.0013721043~0.0010666705~0.00062686676~0.00031692584~0.0003371074~0.00027619032~0.0002243896~0.00021572187~0.00014489189~9.65058e-05~5.7758953e-05~3.360336e-05~2.5800831e-05~3.121639e-05~2.438566e-05~1.6869684e-05~8.679693e-06~3.5709652e-06,happiness
-276.13156~90.94125~-40.38297~12.284861~-35.63046~-2.2071104~-20.493052~-18.40095~-10.475119~-13.782367~-21.973751~-17.284391~-11.070178~-7.4246545~-2.5858135~-6.9388537~-12.431466~-6.792427~-5.064403~-17.550865~-12.390445~-4.1538234~-6.0130835~-4.401793~-8.450849~-1.8875855~-2.781742~-2.974063~-6.3589077~-2.328939~-3.543224~-2.7484076~0.9231352~1.2018172~-3.358924~-1.2883893~-1.31377~-1.6423323~-1.2950526~0.7111992,0.5897646~0.62921727~0.5877445~0.5833802~0.57702273~0.5611512~0.5115658~0.52854025~0.49561366~0.5061763~0.5121329~0.53837,5.94318e-06~0.00013657792~0.0035576166~0.07765136~0.6569283~1.4486936~1.4130683~1.2037678~0.69611704~0.5672115~1.7654595~2.336027~3.1553001~4.6683373~6.37183~9.334809~17.134346~22.565151~9.624934~26.384665~20.56314~12.97243~10.308198~5.3882604~3.1207256~1.6782718~0.8843928~1.834861~3.238325~1.8285787~1.2806265~2.8375716~5.034181~8.59298~10.499327~8.186166~4.8805113~4.7593102~5.9825025~2.8135893~1.2519196~1.4596179~1.1435087~0.55027753~0.9945805~2.0154445~1.590056~0.31905165~0.39996818~0.5535697~0.3248504~0.34448716~0.19852605~0.21683344~0.15746062~0.47709852~0.99815965~0.739942~0.7068712~0.42449188~0.22261007~0.11940216~0.09427282~0.075414345~0.04053439~0.016476111~0.027564887~0.019385932~0.04706266~0.051216945~0.132955~0.10271365~0.045247123~0.04188908~0.047949817~0.04292392~0.028512977~0.043226708~0.05478405~0.05121623~0.036145125~0.05289987~0.08577089~0.09632757~0.13767783~0.11953196~0.17160918~0.16979808~0.19821809~0.15678944~0.18727952~0.100292765~0.09208194~0.09682977~0.12382368~0.07046889~0.059455656~0.040040307~0.0435387~0.03149946~0.03715172~0.04011407~0.029682918~0.030190215~0.020834507~0.010239834~0.006566803~0.005253797~0.0042161504~0.0032338838~0.0026373228~0.0018604641~0.0014479228~0.0009887461~0.00063649553~0.00044496258~0.00029157448~0.0002036528~0.00014335536~0.00016178034~0.00014275084~0.00014872674~0.00014634726~0.00012289493~7.668145e-05~3.5210265e-05~8.6681375e-06~2.41934e-06,happiness
